Label,Tweets
2,"To expand on that: the South Ferry station used to be a loop, and because of the sharp bend could not be extended the way most of the other old IRT stations were. As a result, only the number of cars that were in the original IRT consists could fit in the station -- so that mean the first five. Recently South Ferry station was entirely rebuilt. It is no longer a loop, but is instead a stub-end terminal: the trains end at a blank wall, and reverse direction when they leave, with the motorman walking from one end of the train to the other, as you would see him do at, say, Times Square on the #7, or New Lots Avenue. As a brand-new station, it was built with straight platforms long enough to accommodate all of a modern train. In addition, the new South Ferry station is connected with Whitehall Street (the old one wasn't), and you can now transfer from the 1 to the R."
2,"Try the Knicks website or the MSG website - either should direct you to ticketmaster, where you can buy your ticket online and collect at the will call window on the day of the game. The site also has a seating plan of the Garden. Anything in the 300s and below are generally cosidered to be good seats.    I've gone through this process a couple of times and had no problems - as long as ou remember to take the card you use to bok the tickets when you pick them up.    Simples"
0,Thanks for that - great help
0,"-:- Message from TripAdvisor staff -:-This post was determined to be inappropriate by the TripAdvisor community and has been removed.To review the TripAdvisor Forums Posting Guidelines, please follow this link: http://www.tripadvisor.com/pages/forums_posting_guidelines.htmlOur staff may also remove posts that do not follow our posting guidelines, and we reserve the right to remove any post for any reason. Thanks for being a part of the TripAdvisor travel community!Removed on: 28 September 2009, 4:06"
1,"the bottom link has tickets from $20-40, 40 gets you in the low tier, a lot less than the $100 or so you were looking to shell out"
0,Cannot see any link on here?    Is there a cheaper and reliable way of getting tickets?
0,it was removed as brian was advertising again
1,"Hi     I ordered tickets for new york knicks in November thru www.fanaticfantixx.com, cost about $150 for the pair, $40 of which being postage to the UK. I ordered them in September and recieved them today.    Steve"
1,"Im going to NYC April 2010 and we just bought our Knicks tickets, for the Celtics game! We got ours off ticketmaster, and they were about $80 for centre court 3 tiers back, which Im told arent too shabby."
1,Also try Stubhub.com that's where I bought our tix for Jan.
2,Yes we were part of the audience in Febuary 2009.I advise you to get there early.Yes it is worth the time. We had a lot of fun but to get inside you do need to get there early. The pass does not guarantee entry into the show.It is what time you get there.Good luck but you should have no problem if you are not going during a school vacation.
1,I think all of those shows are better in the planning than in the doing... They are really made for TV and depending on where you sit all you may end up seeing is the backs of a lot of people running around doing their job..
1,"irisblue... From what the pass says, we'll have to stand for the two hours? Also, did you get any pics with the hosts?"
1,what about the outdoor spot on GMA-- is there any way to check out a daily calendar for music guest appearancs? Anyone guess by what time people need to show up to get spots close to the front of the gated area?
2,"irisblue55 is correct... you may have passes but they don't guarantee you access inside unless you get there early enough. While I have never been to see GMA, I work for ABC News and colleagues have said the same thing.    I highly suggest going especially if you haven't seen a live tv broadcast in person. You may be surprised on the size of the studio and other things.    Have fun."
1,whoops-- mental block-- now doubting if I know my morning network programs-- is the outdoor entertainment spot on the Today show or GMA??
1,beachbum... Thank you for your advice. That helps a great deal!    I believe both shows have outside audiences.
0,No doubt though the one you are referring to is the Today show.
1,"thanks for clarifying, bilmin. Still, FYI-- For those interested in The Today Show concert series, looks like you need fan passes that you can get by email after signing up online at     http://today.msnbc.msn.com/id/29181613     and that, even with passes, it's first come, first served with visitors arriving as early as 6 a.m. for shows beginning at 8, 9 or 10 a.m. Schedule is posted there but only a few days in advance."
1,CPAandMom...just wondering how long ago you requested tickets? I requested tickets for GMA about a month ago and have yet to receive any. We are going to NYC Oct 6th!
1,"Probably in less than two weeks, I had a reply. They sent me an e-mail in which I was to confirm the date and number of people. According to their e-mail, September is traditionally a good month to be admitted."
1,Yes you stand the whole time and yes we did get pictures.We really enjoyed the show because we have been watching this show for a long time.
2,"Absolutely and completely worth our time! Harrison Ford, Clive Owen, and Melissa (from Bachelor and Dancing with the Stars fame) were there. Robin Roberts was great... chatting it up with the indoor studio audience.    Everyone with their confirmed e-mail got in. Some, but not all, of the ones with the confirmation got in as well. The ones who did not get in stood outside and peered in.     The indoor studio audience got their group pictures taken with Robin and Diane."
1,"I meant... some, but not all, of those withOUT their confirmation got in."
1,"You will surely have to call a cab. I'm pretty sure they don't cruise in Yonkers and wouldn't count on it anyway. If you are going to visit a friend, ask the friend for some info. If you are going to a particular venue, I'd call the venue and ask for some details re cabs etc."
1,Take the train.     www.njtransit.com  www.visitnj.org
0,can we get a taxi for $60.00 or less? there will be 3 of us and a shuttle will cost $21.00 each. I guess a taxi would be faster?
1,Taxi is prone to Traffic. The shuttle from what I hear is a verry bad idea.
1,if we take the train from Newark to the Port Authority Terminal would that put us near the Sheraton Towers in Times Square?
1,I beleve. I thin the train dosn't goto the Port Autharaty.
2,"The Sheraton is at 53rd Street and Seventh Avenue. All trains go to Penn Station. This is what you should do:    1) Take the AirTrain to the Newark Liberty train station.    2) Take the New Jersey Transit train to New York (NOT Newark!!!!!!!!!!) Penn Station.    3) Take the uptown E (Not the C! Not the A! Not ANYTHING going "";downtown"";!!!!) subway train from Penn Station -- that is, the Eighth Avenue/34th Street stop -- to the Seventh Avenue station. Exit at the Seventh Avenue exit and you will be at your hotel."
0,"wow, you guys are a wealth of info, I have used this site ti plan trips in the past but you guys are fast and give detailed info.    THANKS SO MUCH!"
0,"How long does it take from newark to penn station? we have a 6 hour layover in newark, and we were thinking of taking the train in, and getting a bit to eat."
1,Ferom the airport to Penn 1 stop 3 minute but it is $7. The 62 bus is a$1.35 excact change and maybe 10 miutes. Here is alink    www.njtransit.com  www.goironbound.com
2,"I think that what the people from Portland Oregon are asking is how long it takes from Newark Airport to New York Penn Station using AirTrain Newark / NJ Transit.    The answer is that it depends somewhat on day of the week and time of day. Weekdays from 5:00AM to 9:00PM the trains are very very frequent and very fast. After about 9:00PM there aren't as many trains from Newark to New York Penn (roughly two to three an hour after 9:00PM). From New York Penn to Newark on weeknights the trains are more frequent. On weekends there are at least three trains an hour until the middle of the evening. The train schedule is easy to find on www.njtransit.com (select Newark Airport as origin and New York Penn as destination - or vice versa).    It can take as little as 40 - 45 minutes from Terminal C to New York Penn however I like to tell people to allow a full hour.    The shuttles are a really really terrible idea. They're such a nightmare. Terrible. Dreadful. Avoid the shuttles.    People seem 
to have alot of complaints about Newark cabs. Drivers hold your bags hostage as they demand more money for tolls. It has never happened to me but I've read the stories on here.    Prearranging a car service is a good idea but it is such a pain with all the traffic getting into Manhattan. I've spent more than an hour sitting at the tunnel waiting. The train can take less than 45 minutes while it can take an hour and a half in a car (without a restroom and unable to stretch your legs). The trains are easy to use, well-marked, very safe and comfortable. The trains have restrooms, plenty of room to stretch your legs. Tickets are $15.00 per person (each way), buy your tickets using a credit card. I'm a big fan of AirTrain Newark / NJ Transit."
0,My Bad. Didn't see the from. But I would still reccomend checking out the Ironbound.
1,"Hi Lassie !!! Why not, unless there are other events going on in NYC that you rather go to.    www.atlanticave.org/antic2009/antic2009.htm"
2,Yes it is worth visiting- It runs along Atlantic Avenue in Brooklyn. Is easy to get to via subway... Any subway line that takes you to Borough Hall or Court Street in Brooklyn gets you within 5 blocks of Atlantic Ave... there are a few entertainment stages and lots of ethnically diverse booths with lots of great food.    There would be little mention of it because there are decent street fairs almost every week this time of year. Many tourists think that the only thing in Brooklyn is one end of a bridge and a pizza place named Grimaldi's. You have however found one of the better street fairs in all of the city. Come on over to Brooklyn and while you are there check out the Transit museum which is only 2 blocks away.
0,"Thanks, UrbanNYC - Yes, I've already looked at their website, was just wondering what people thought of it. Because it hadn't come up on the forum, I thought it mightn't be worth the effort. We're only in New York for one week, but did want to see Brooklyn and walk the B Bridge. We were thinking of catching the subway to Atlantic Ave and wondering back down through the Antic to Brooklyn Heights and with the help of the Idiot's Guide to Brooklyn, cross the bridge back to Manhatten at sunset. This also raises the question - Will everyone else have the same idea, ie Will the Bridge be backed at that time on that day?"
0,"Thanks, Bilmin, that's reassuring. Please forgive my typo in above post. I meant to say, will the bridge be packed - ie very busy!"
2,The bridge is always busiest on a Sunday but the walkway is wide enough to accommodate the crowds.. Your plan to go to Atlantic and then walk back towards Brooklyn Heights will work too or you can do it the other way as I suggested. I live in Brooklyn Heights and there is lots to see there too. I would eventually make your way to Montague street where there are shops and restaurants and the street is about 5 blocks long leading to the Brooklyn Promenade which you should see for a great view of Manhattan and make sure to bring your camera.
2,"does this help?    Kyotofu hosts events for both smaller parties and larger affairs,  from 5 to 65 people, in our modern and inviting restaurant.    We offer unique and flexible menu choices  for both sit-down dinners and passed cocktail parties.    Kyotofu also offers a full bar or a selection of beverages  based upon your budget and preferences.    From business luncheons and bridal showers to private sake tastings, corporate gifts and wedding cakes, our in-house team of professional party planners can cater to your every need.    Please call 212-974-6012 or email nicole@kyotofu-nyc.com for more details and to request menus.    bsitetestlink.com/blog/"
1,"It looks like it might be more of a restaurant than just a "";take-away""; cupcake place. Anyone been there who knows for sure?"
1,I took a client and his family to 'Kyotofu' last year for after diner desert. The place is kind of small and it was loaded with young Japanese. I remember there was a line to get in. The deserts are cute and ..... ah ..... different. We were a group of 8 and got a table in the back room. I think there was also food on the menu but mainly it's desert place with different kinds of drinks. Can't recall cupcakes ..... I thought it was a lot of artsy Japanese looking stuff ..... with weird textures and odd taste.
0,"Thanks, Lotus! I read that theirs were voted "";best cupcake""; by New York magazine, and I was going to add them to my list of places to try cupcakes when I'm there. I think I'll cross them off the list, because I don't really want to have to wait to be seated - just want to get a cupcake and go!"
2,"NYCforMe---Last time we were in NYC we had a very small TA gathering there. Yes, it's a sit-down place---and popular, too. They have both food and drinks on the menu."
2,"Kyotofu offers both sitdown and take-out. There is a very cool looking dining room in the back, and they have a great selection of sake, cocktails, tea, wine, champagne. Or, you can just get a cupcake to go from their bakery."
0,"Thanks,cupcakenyc. Just what I wanted to know! I'll add them back to my list."
1,All food can be either good or bad---- what kind of food are you looking for and what is your per person budget.
2,"Don't know about their Christmas decorations, but both the River Cafe and the Boathouse in Central Park are among the loveliest places for a special lunch in NYC.    The River Cafe has spectacular views of Manhattan and the Boathouse looks out on a serene lake in Central Park.     Happy Anniversary/Birthday !"
2,I think you should have lunch somewhere else as the food is not great.   But for the rest of i there is this little Indian place called Rose of India that every body who comes in says it is their birthday because they do a hilarious Happy Birthday song to anyone who says it is their birthday and you get a free dessert. It has cheesy Christmas decorations year round. You will have a REAL NY experience.   I do not know about Christmas decorations because there are so many religions and cultures here most restaurant owners do not want to alienate anyone who is of another faith. I second the River Cafe in Brooklyn but do not know if they have decorations for Christmas. You could go there for lunch and for fun go to Rose of India for dessert.   There s aalso Rolff's but the food is not great.  http://nymag.com/listings/restaurant/rolfs/
1,"A Double Happy to the two of you !!!  Don't know if Christmasy, most probably is, but in Manhattan with spectacular views of the river and 59th Street Bridge near the United Nations.  Congratulations !!      http://www.thewaterclub.com/"
2,"I'd pick La Grenouille or Bouley if she likes French food. At La Grenouille get a souffle for dessert. Wherever you decide to book, make sure they know it's a special occasion."
2,""";But for the rest of i there is this little Indian place called Rose of India that every body who comes in says it is their birthday because they do a hilarious Happy Birthday song to anyone who says it is their birthday and you get a free dessert. It has cheesy Christmas decorations year round. You will have a REAL NY experience.    I do not know about Christmas decorations because there are so many religions and cultures here most restaurant owners do not want to alienate anyone who is of another faith. I second the River Cafe in Brooklyn but do not know if they have decorations for Christmas. You could go there for lunch and for fun go to Rose of India for dessert. "";       I absolutely loved Rose of India, but sorry to say, that place has been closed for years.     I'll second the idea that restaurants aren't likely to decorate for Christmas. I've never heard of that."
0,Alicepalace I guess I am getting old. It seems like I was there yesterday. It was such a fun place!
1,Rolff's is still open and always festive. Not great food but you can go after a nice meal and have a drink. Check out these pictures!  yelp.com/biz/rolfs-bar-and-restaurant-new-yo
0,Thanks everyone.
1,its worth using a couple and seeing which is best such as :-    www.expedia.com  www.priceline.com  www.quikbook.com    and    www.kayak.com for flights
2,"There's never a simple answer to this. Some hotels may have better prices or better availability on third party websites. For example, you can sometimes find sale prices on the Affinia.com hotels on quikbook.com or hotels.com that are better than the hotels' own websites. Travelzoo.com historically has had some specials for Affinia hotels and there's usually nothing better than a travelzoo or travel-ticker.com sale.    Some hotels like the Beaconhotel.com don't discount on 3rd party websites. So in your shoes I'd book something cancelable now for the April trip and keep an eye out for specials on these other websites. Are you trying to sleep 4 adults in one suite? If yes and if it's 2 couples and you want a 2 bedroom apartment, your options for that are pricier and somewhat limited so post back. Very often 2 studio suites is cheaper than one 2 bedroom suite."
2,"Thank you so much for your help. Yes, it's 2 couples and actually we don't mind sharing the same bedroom as long as the beds are double or queen size--we are older couples (related) and travel with each other a lot. I certainly will check out the sites you both mentioned and will take your advice about booking a hotel while keeping my eyes open for specials. Do you advocate signing up for e-mails from the hotel sites? Once again thank you."
2,We signed up for hotel email deals which have been really useful. But we've also cross - checked each deal with third party sites. The AAA discounts with some hotels have been really good also. And the free loyalty programmes have added some uselful little extras so make sure you join these.
1,"Thank you for your help also, I guess I had better plan on some computer time while waiting for our New York trip !!"
2,2 queen beds provide a lot more comfort than doubles. The Affinia 50 has 1 bedroom suites with 2 queens.  affinia.com/New-York-City-Hotel.aspx  as does the Lucerne  www.thelucernehotel.com/default.aspx
1,"Web site, Bedandbreakfast.com also have apt's. Then you can have a full kitchen to use. They can also email specials."
0,"are the ones on that site leagl though? I suspect some, most or all wont be!"
1,Thank you all for the information--this site has been a valuable tool for planning our trip--I will probably have lots more questions in the coming days and it is comforting to know there are truely good people here who try to help other people with information and advice. THANK YOU .
2,"While I have not booked through Bedandbreakfast.com, I researched them as an option. They are still on my list. There is nothing illegal about this. Why would you say that unless you have specific information? I would research the individual property since they are privately owned. If particularly concerned... the Better Business Bureau. It's always good to cross reference everything."
1,"Lots of options, but I've always found best rates by calling the hotel direct."
1,"Once you find a good rate at the aggregators, go to the hotel's site as it might be cheaper. If not, email the hotel and ask them to match the rate. Most of the time they will, and now you have a cancellable reservation booked directly with the hotel without a 3rd party. This is great in case something goes wrong."
1,Excellent advice--thank you
2,Take a NYC yellow cab which will have a line right outside of the terminal.
2,"I would recommend booking a car service with a fixed price. Alexa transportation is a co. based in Staten Island and all the drivers are ex police or firemen. They're very reliable and will be more likely to know their way around Staten Island.  limos.com/operators/alexa-transportation-cor  If your Aunt is also arriving at LGA only a half hr. later, your sister might want to wait at the airport for her so they can travel together. If they don't travel together, I assume someone else will be at the house should your sister arrive before your Aunt?"
2,"I agree that a car service is the way to go. While Yellow Cab drivers are legally obliged to take passengers anywhere in the 5 boroughs, there's no law that says they need to know their way around Staten Island, which is about twice as large as Manhattan. Unless your sister can give the driver street-by-street directions, things could get very expensive...and as the driver's not likely be able to pick up a return fare on SI, the temptation to "";take the scenic route""; *might* be a factor."
0,"Thanks guys for all your advice! We thought about the cab idea, but that idea scared us because they might take us the "";scenic route""; lol. AND my sister's only been to my Aunt's house couple times so she's really not familiar with the whole area.    Something with a fixed price is what we're leaning more towards...and not too pricey pls =)    How about Shuttles?     Yah, my aunt can't miss her meeting unfortunately. Is traffic bad during that time?     Thank you so much again!! =)"
1,definitely not shuttles they are not a good idea in NY    If you want a fixed price then a car service might do - www.dial7.com for example.
0,wow fast reply! Thank you! =) I'll check it out now =)    Have good day!
2,"I recommend Dial7 all the time but for this trip to Staten Island, I highly recommend using Alexa instead since they're based in SI and will know the area well. If you decide to us Dial7, make sure you have printed directions to the final destination in case the driver has a problem."
0,Oh. alright will do that. That's good to know =)     Thanks nywhiz =)
1,""";Thanks guys for all your advice! We thought about the cab idea, but that idea scared us because they might take us the 'scenic route' lol."";     You don't have any reason to fear this. It's in a cab driver's best interest to get you in and out as soon as possible."
1,I wouldnt bother doing the ESB if I was you - TOTR is much better.    What other attractions do you have in mind?
2,"The Statue of Liberty, if you plan on going to the statue itself or to Ellis Island (as opposed to taking a boat past):  http://www.statuecruises.com/  Also, we prefer to book shows and plays in advance rather than trying for the same-day tickets, as that allows us to avoid wasting time in line. If that sounds appealing to you, have a look at   http://www.broadwaybox.com/"
1,planning on ferry that goes past SOL.   ESB  carriage round central park  broadway show.  Not sure what else there is that involves booking hence why I need some input from people who knows    thanks for your help so far. x
2,"I agree w/Crans - pre-book any Broadway shows and as for outdoor attractions, SOL/TOTR/ESB I would wait until I was in the City - make sure it's a clear day - no use going up that high with a cloud cover.    Welcome back, Crans' - Poppa"
2,"You can't book the Staten Island Ferry, just show up.  Also, you cannot book a carriage ride - however why would you want to approx $50.00 for a 10/15 minute ride - even though it is supposed to be longer - the horses are not in good shape at all and treated very poorly, I'd give this a skip. Maybe a rickshaw ride would serve you better.  Poppa"
1,NO need to book Staten Island Ferry (if indeed you actually can book it)
0,ok thanks for info on carriage - what is the saw ride you mentioned?
0,I mean rickshaw ride!
1,"rickshaw - a two-wheeled vehicle pulled by a person, usually a male - has roots in the Asian culture...    A regular poster here, TourGuideStan, is a rickshaw owner and often gives advice to tourists...hopefully he'll jump in to give you some background on this mode of touring CP.....    Poppa"
2,Stan's pedicab tours are AWESOME
2,"I would also suggest the New York Party Shuttle tours, which is what we did on our first day. The tour we choose lasted about 5 hours, but you get to see most of the Tourist sight including a trip on the Staten Island Ferry, passing the Satue of Liberty, and too many to mention, check their web site for full details. You are escorted by knowledgeable guides throughout, its fun and the time flies past. This can be book in advance.    We also did the pedicab tour of Central Park which was fantastic and such a laugh, but also very informative, history and film locations etc.    You will have a ball, I am returning in Nov. Once you have been you will be hooked!!!!x"
1,"Sorry to hi-jack this thread, but I am paying my first visit to New York on this Wednesday.  I am thinking of booking a show before we go, and just wanted to say thank you to Crans for posting the link to BroadwayBox. I had never heard of it and the discounts are brilliant.  Thanks again."
1,"Well, I have returned from my week in New York City and absolutely loved it.  Thanks again to Crans for the BroadwayBox.com website.  I printed off a voucher for Phantom of the Opera and brought it to the theatre the night we arrived. Got wonderful orchestra seats for the following night for half price. We were absolutely delighted and no need to queue at the TKTS office."
2,"Allthough Top of the rock is better, If its your first time to NYC, you should do ESB also. Book a priority pass, worth every penny as it can be used when you wan't to go up, and you skip all the lines except the security line. Brilliant"
2,""";I just wondered if there would be a problem taking my two teenage children there"";    What kind of problem are you talking about? Do they have an age minimum for that night?"
1,As long as you go to a restaurant and not an outright bar you should have no problem with teens. That location is probably 15-20 minute walk from the center of the park where you need to get to see the Fireworks.
2,"Yes, age of the children, (16 and 18).    15-20 minutes to the park should be okay, would I still be able to get back in to the restaurant after the fireworks?"
2,">>would I still be able to get back in to the restaurant after the fireworks?>>  Not sure what this means. Are you thinking of eating, leaving for the fireworks, then going back to the restaurant? That's not going to happen. If the restaurant is even still open, they're not going to hold your table for an hour while you go over to wait for the fireworks.  Is that what you're asking about? Or do you mean something else?"
2,Yes I was kind of hoping that we would be able to get back in for a drink before heading back to the hotel.  It's not essential just a thought!
2,As for going back to the restaurant. It will depend on what the rest of the crowd does... In some places shortly after 12:30 or 1am people start clearing out because they have been there all night.... in other places the party is just getting started at Midnight and will be going all night....If there is room I am sure you can work out a deal to come back in but you very well may not have the same table. You probably would not be back until about 1:15am. You will need to fight your way back through the crowd and back to the restaurant.
0,Thanks for the information. Would another restaurant be a better option? Or is Rosa a good choice?
1,"Other than Rosa Mexicana, can I get a restaurant that will have some music, either back ground or live music."
1,"What do you consider "";not too much"";? This is an expensive time of year."
1,"The important thing to know is that you do not really need to be "";near""; the Javitts Center you just need to know how to get there by public transportation. This will open up a whole lot for you once you tell us what your budget is."
2,"there will be Javits Center buses (free for show attendees) coming from Penn Station, Grand Central, and other locations.....you should check this because it will allow you to stay in other locations (way west 42nd to 34th Street is not the greatest location in the evenings)....i would also check with their discount hotel list...i know when the Gift Show is on, there are a number of hotels that participate with very special rates"
1,"Thanks for all the info. I am looking to spend no more than $300/night but if i can get anything better that that it would be great. I live in Costa Rica and is just my second time in New York. Actually I am attending the Expo on the Javitz Center to promote our vacation rentals properties in Tamarindo, Costa Rica, so we reserved a booth for our company.    The Expo is only Oct 10-11 and the rest of the time is for appointment with travel agencies, so i don't really need to be around teh Javitz Center the entire time. I have a fried in Brooklyn so I may stay in his place for a couple of nights after the expo, so i am looking forward to get a hotel room on Thursday evening (flight arrives at 9:55 pm JFK), then Friday head to the Javitz for all the prep work in the booth and then stay in the same place for the following two nights Sat-Sun and then after that maybe stay with my friend.     Thanks for the help."
2,That weekend is a holiday weekend here with banks and schools closed on the Monday. That plus the travel expo is pushing prices very high. The area immediately around the Javits Center doesn't have a lot to offer. The best option I see that's cancelable is the Shelburne Murray Hill for just under $300/night PLUS tax (15%) on hotels.com    The Travel Inn is a decent budget hotel and is $213/night plus tax on booking.com    The Hampton Inn Times Square South at 337 West 39th Street is very close to the Javits Center and has a prepay rate that's not cancelable of $264 plus tax.
2,"New Rochelle is on the New Haven line of the Metro-North Railroad:  http://www.mta.info/mnr/html/mnrmap.htm  (It's the red line.)  You can take a bus from JFK to Grand Central Station, where you can board the Metro-North train:  www.nyairportservice.com/page.php?id=48"
1,What are you going to do when you get to New Rochelle. Since it is not in the city you will need transportation of some sort to get around. In that case you may want to rent a car at Jfk and drive. The one day cost would be equal to the taxi fare and you will be in control.
1,"I will be attending a wedding in New Rochelle.     When I take the Metro-North to New Rochelle, would it be easy for me to come out of the station and get a taxi to a hotel?"
1,You might have to call one.  Blue Bird Taxi - 914-632-0909
1,"And is the wedding in the hotel or do you need to plan how to get there. Public transportation is fine in a big city but limited outside of the city. You need to think through the entire time there to determine your best way of getting around. You may contact the hotel, sometimes they have the info on the best way to get directly there from airports."
1,How much would the taxi charge from the station to the Marriott Residence Inn? I really appreciate the responses guys :-)
1,its quite close maybe 8 minutes max so proabbly not much less
2,"Your combined cost of getting from JFK to New Rochelle and back to JFK -- using the Airport Express Service bus and MetroNorth -- will be $40-45 round-trip, depending on whether you'll riding the MetroNorth train at times it deems to be peak or off-peak.    The New Rochelle train station is only 1/2 mile from the Residence Inn, and according to MetroNorth's page re: the New Rochelle station, Bluebird Taxi has its office right at the train station. Sounds easy peasy :-)  as0.mta.info/mnr/stations/station_detail.cfm"
1,"One more thing, would I have to be going up and down a lot of stairs? I was thinking about my luggage..."
2,Not a major problem here but I would still take the shot if you have the chance
2,"No real flu issues here in City - yet, but if you have the opportunity to get the Swine Flu shot, I would do it. Ive already gotten my regular flu shot, just waiting for the SW shot to become available."
2,"The media report that up to half our population will likely be infected. While that sounds frightening, regular seasonal flu kills far more people. The curious thing about the swine flu seems to be that young people are more susceptible than old, which is the opposite of seasonal flu.     Anyway, if you can get vaccinated, it's a good idea. We're a little late here, our swine flu vaccines won't be available for another few weeks."
0,"thanks for the info,think il take the jab,don t want anything interfering with my trip"
2,"Not based on any medical background, just personal opinion, I'd just say if you plan to take the shot, take it sooner rather than later...as far from your travel time as possible just in case the shot itself gives you any ill effects. It's miserable to be sick while traveling.     I got an email the other day on ways to reduce chances of getting the flu and think it's worth posting here:    "";1. Frequent hand-washing (well highlighted in all official communications).     2. "";Hands-off-the-face""; approach. Resist all temptations to touch any part of face (unless you want to eat, bathe or slap).     3. Gargle twice a day with warm salt water (use Listerine if you don't trust salt). *H1N1 takes 2-3 days after initial infection in the throat/ nasal cavity to proliferate and show characteristic symptoms. Simple gargling prevents proliferation. In a way, gargling with salt water has the same effect on a healthy individual that Tamiflu has on an infected one. Don't und
erestimate this simple, inexpensive and powerful preventative method.     4. Similar to 3 above, clean your nostrils at least once every day with warm salt water.     Not everybody may be good at JalaNeti or Sutra Neti (very good Yoga asanas to clean nasal cavities), but blowing the nose hard once a day and swabbing both nostrils with cotton buds dipped in warm salt water is very effective in bringing down viral population.    5. Boost your natural immunity with foods that are rich in Vitamin C (Amla and other citrus fruits). If you have to supplement with Vitamin C tablets, make sure that it also has Zinc to boost absorption.    6. Drink warm liquids as much as you can. Drinking warm liquids has the same effect as gargling, but in the reverse direction.     They wash off proliferating viruses from the throat into the stomach where they cannot survive, proliferate or do any harm.    All these are simple ways to prevent, within means of most households, and certainly much less painful than to wait in long queu
es outside public hospitals."";"
0,"sounds like good advise nywhiz,going to get the shot this week or next"
1,Benji--- just a warning. There are reports that the Swine flu shots make you allergic to any beer consumed for the next 30 days. so keep that in mind when considering your shot ! I'm sure you were not considering drinking anyway right ?
0,"Does anyone know if you have to fill in a health declearation form before entering US? I know turkey, Malta etc make you.    Or do you have to go through a machine that does thermal imaging etc?  thanks"
2,Yes I have eaten at Becco as well as a number of places on 46th street. It was the hot place last summer but while you might be coming from a matinee that will be prime time for those going to an evening performance and if you can you would be better off doing something else for an hour and making your reservation for 8pm after the theater crowd has cleared out..
2,"If you hit them on a good night, the pasta can be excellent (lobster risotto a standout). Some nights it's fairly ordinary though. And since they expanded their space a few years ago, the tables are packed very tightly together. Still a good choice of inexpensive bottles of wine."
2,"Becco (becconyc.com) is a personal favorite and famous for its Sinfonia di Pasta. Food and service is always outstanding here. The restaurant is always busy, but especially so at pretheatre dining hours, so 7:pm on a Saturday will be particularly busy. I would suggest making a reservation for 8:pm when things will have calmed down a bit. Along with the pasta special, we especially enjoy the ossobuco. We always find this place to be an exceptional value, particularly noting the extensive wine list at #25 per bottle. Also notable are the ossobuco and the dessert sampler of excellent in house made desserts."
1,"I was hedging on the 7 PM rezzie, my wife wanted to eat early - but it will be no problem to change to 8 as we are staying only a couple of blocks away on 46th. And another cocktail is always a good thing.  Thanks all for your responses.    Poppa"
0,What are you and Mrs. Poppa coming into the city to see? Where are you staying this time? Sounds like a great little getaway.
2,"I agree with all of the above. I've eaten there several times - always before a show - so it's always been packed and LOUD. However, the food has always been great and the wine selection pretty good -and not unreasonable by any means. Have a great time Poppa."
0,"Staying at the Hotel at Times Square and seeing West Side Story, if I get off nmy duff and order the tickets.  Heading in on Friday for the Photo Expo at the Javits and Gramma is coming down on Saturday for the show and dinner, etc....leaving Sunday after lunch.  Poppa"
0,Perfect. Have a good time.
0,I know you are a Broadway Box advocate and I assume you are getting your tickets there.... we saw it a week ago or so and enjoyed it despite some strange directorial choices... Tony was much weaker than Maria and Anita was the best thing in the show. I won't spoil it by telling you the details but enjoy the show.
0,"Yes broadwaybox.com for one ticket - the other is from a gift certificate whose site shows the same seat for a bit more money, at least it's not coming out of my pocket.  Thanks to all for the responses.  Poppa"
1,"i tried their 3 pasta special, all you can eat  not impressed  won't be going back there  the food was average  maybe their a la carte is better but you can get a better meal for less IMO"
1,"There are not competing taxi companies in New York City--all taxis are official, city-regulated yellow cabs. You step into the street and hail one. More info here:  tripadvisor.com/Travel-g60763-s304/New-York-Don't know about Newark, sorry."
2,"As Crans noted, you do not have competing taxi companies in NYC. To make even more explicit what she said, you cannot telephone for a taxicab in New York City. The ONLY ways to get a taxicab are to find one at a taxi stand (such as at the airport, or in front of a train station), or to hail one on the street. When that hailed taxi pulls up in front of you, you will not be able to tell by looking at it who owns it (whether a taxi company, or the driver who is behind the wheel, or whoever) as all taxicabs in NYC are painted the same color (yellow) with the same markings as approved by the Taxi and Limousine Commission. If you want to call a company for a car that will then be dispatched to you from a central location, that vehicle is not a taxicab, but is instead a limo or a livery car."
1,"Thanks for the NYC info...I don't forsee any problem finding a taxi in Manhattan then.    So what about over in Harrison, NJ / Newark / NJ?"
1,Whether you can find a cab in Manhattan depends on time of day and where in Manhattan you are. Sometimes it's easy. Some places it's impossible.
1,Newark cabs are all the same design like NYC cabs are however the owners name is on the rear doors.
1,"The best "";taxi""; in Manhattan is known as the subway. Unless there is some physical reason you cannot take the subway (can't navigate steps) using a taxi as your mode of transport in Manhattan is a waste. A waste of money, but also in many cases a waste of time as the subway is running under the city and does not have to deal with bumper to bumper traffic that taxis often have to."
1,"I plan on using the subway for most of my transportaion, yes. Walking is my 2nd choice. Taxi is last resort or late night backup if needed. I rarely use taxis, but sometimes they are nice for those spur-of-the-moment short trips. I haven't visited a large city yet that I didn't use the public transportation except in Caracas, Venezuela. But then again, I immediately headed out to the country with my rental car after spending the night there. I've used public transport in Cleveland here (the "";rapid""; trains and buses), Toronto, Washington D.C., Los Angeles, San Diego, Tijuana, Pittsburgh, Boston, Honduras, Guatemala (quite interesting), Brazil, and Spain.     Despite all that, my kids like the subway too..."
